sample_id,object_id,sensor,label,pred,prob_failure,prob_success
000_000091_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,1,0,0.6637704968452454,0.33622950315475464
000_000092_ponds_dry_skin_cream,ponds_dry_skin_cream,gelsightA,0,0,0.8805105090141296,0.1194894090294838
000_000093_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,0,0,0.9834692478179932,0.016530772671103477
000_000095_plastic_whale,plastic_whale,gelsightA,1,1,0.01937674917280674,0.9806232452392578
000_000096_lemon,lemon,gelsightA,0,0,0.9942976832389832,0.005702381022274494
000_000097_potato,potato,gelsightA,0,0,0.9645834565162659,0.03541654720902443
000_000098_red_apple,red_apple,gelsightA,1,1,0.24729228019714355,0.7527076601982117
000_000099_potato,potato,gelsightA,0,0,0.9365530014038086,0.06344693154096603
000_000100_muffin,muffin,gelsightA,1,1,0.08341392129659653,0.9165861010551453
000_000101_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,0,0,0.9615533947944641,0.03844666853547096
000_000102_potato,potato,gelsightA,0,0,0.9913499355316162,0.008650101721286774
000_000103_muffin,muffin,gelsightA,1,1,0.09847775846719742,0.9015222787857056
000_000104_red_apple,red_apple,gelsightA,0,0,0.9988433122634888,0.0011566233588382602
000_000105_monster_truck,monster_truck,gelsightA,0,0,0.9952024221420288,0.004797522909939289
000_000106_muffin,muffin,gelsightA,1,1,0.0352480411529541,0.9647519588470459
000_000107_lime,lime,gelsightA,1,1,0.0031290166079998016,0.9968710541725159
000_000109_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,0,0,0.9865438342094421,0.013456116430461407
000_000110_candle_in_glass,candle_in_glass,gelsightA,0,0,0.7986530065536499,0.2013470083475113
000_000112_muffin,muffin,gelsightA,1,1,0.03690408915281296,0.9630959630012512
000_000113_muffin,muffin,gelsightA,0,0,0.5184639096260071,0.4815361499786377
000_000114_muffin,muffin,gelsightA,1,1,0.03763912618160248,0.9623608589172363
000_000116_lemon,lemon,gelsightA,1,1,0.042419981211423874,0.957580029964447
000_000117_red_apple,red_apple,gelsightA,0,1,0.17907635867595673,0.8209236264228821
000_000118_lime,lime,gelsightA,0,0,0.9325293898582458,0.06747063249349594
000_000119_red_apple,red_apple,gelsightA,1,1,0.3838558793067932,0.616144061088562
000_000120_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,0,0,0.8990278840065002,0.10097210109233856
000_000121_muffin,muffin,gelsightA,0,1,0.39806893467903137,0.6019309759140015
000_000122_muffin,muffin,gelsightA,0,0,0.7257915139198303,0.27420851588249207
000_000123_red_apple,red_apple,gelsightA,1,0,0.5482796430587769,0.4517204463481903
000_000124_lime,lime,gelsightA,1,1,0.06841795891523361,0.9315820932388306
000_000125_plastic_whale,plastic_whale,gelsightA,0,0,0.8562679290771484,0.1437320113182068
000_000127_potato,potato,gelsightA,0,0,0.9961836934089661,0.003816310316324234
000_000128_potato,potato,gelsightA,0,1,0.3797309994697571,0.6202689409255981
000_000129_lime,lime,gelsightA,1,1,0.010422950610518456,0.989577054977417
000_000130_lemon,lemon,gelsightA,0,0,0.9859340786933899,0.014065907336771488
000_000131_lemon,lemon,gelsightA,1,1,0.07312140613794327,0.9268785715103149
000_000132_lemon,lemon,gelsightA,0,1,0.12994614243507385,0.870053768157959
000_000133_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,0,0,0.9780754446983337,0.02192450314760208
000_000134_red_apple,red_apple,gelsightA,0,0,0.9931550025939941,0.006845064461231232
000_000135_monster_truck,monster_truck,gelsightA,0,0,0.9897652864456177,0.01023475918918848
000_000137_muffin,muffin,gelsightA,1,0,0.7058042287826538,0.2941958010196686
000_000138_lime,lime,gelsightA,1,1,0.07095087319612503,0.9290490746498108
000_000139_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,0,0,0.9990542531013489,0.000945688399951905
000_000140_lemon,lemon,gelsightA,0,0,0.9953243136405945,0.004675714299082756
000_000141_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,0,0,0.8447325229644775,0.15526750683784485
000_000142_red_apple,red_apple,gelsightA,0,0,0.9990273714065552,0.0009725833078846335
000_000143_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,0,0,0.9914828538894653,0.00851714052259922
000_000144_potato,potato,gelsightA,0,0,0.9986938834190369,0.0013061820063740015
000_000145_potato,potato,gelsightA,0,0,0.9968198537826538,0.0031801292207092047
000_000147_webcam_box,webcam_box,gelsightA,1,1,0.024731308221817017,0.9752687215805054
000_000148_potato,potato,gelsightA,0,0,0.998515784740448,0.0014842411037534475
000_000149_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,0,0,0.990628182888031,0.009371782653033733
000_000150_potato,potato,gelsightA,0,0,0.9989458918571472,0.0010541521478444338
000_000152_lemon,lemon,gelsightA,0,0,0.8803348541259766,0.11966510862112045
000_000153_red_apple,red_apple,gelsightA,1,1,0.15816667675971985,0.8418332934379578
000_000155_onion,onion,gelsightA,0,0,0.6432095766067505,0.3567903935909271
000_000156_lemon,lemon,gelsightA,0,0,0.6324323415756226,0.36756759881973267
000_000157_lemon,lemon,gelsightA,0,0,0.5083299279212952,0.4916701316833496
000_000158_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,1,1,0.02047477848827839,0.9795252084732056
000_000159_lime,lime,gelsightA,1,1,0.1312958151102066,0.8687041997909546
000_000160_red_apple,red_apple,gelsightA,1,1,0.238184854388237,0.7618151307106018
000_000161_potato,potato,gelsightA,0,0,0.9896520972251892,0.010347877629101276
000_000162_potato,potato,gelsightA,0,0,0.9959905743598938,0.004009379539638758
000_000163_lemon,lemon,gelsightA,0,0,0.9964912533760071,0.003508676076307893
000_000164_small_coffe_cup,small_coffe_cup,gelsightA,1,1,0.031145386397838593,0.9688546657562256
000_000165_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,0,0,0.9876260161399841,0.01237394381314516
000_000166_potato,potato,gelsightA,0,0,0.768451988697052,0.23154795169830322
000_000167_red_apple,red_apple,gelsightA,1,1,0.11526576429605484,0.8847342729568481
000_000168_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,1,1,0.1937125027179718,0.8062875270843506
000_000169_pig,pig,gelsightA,1,1,0.00934705138206482,0.9906529188156128
000_000170_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,0,0,0.9989325404167175,0.00106747355312109
000_000171_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,0,1,0.3044755458831787,0.6955244541168213
000_000172_red_apple,red_apple,gelsightA,0,1,0.23140177130699158,0.7685981392860413
000_000173_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,1,0,0.613849937915802,0.3861500322818756
000_000174_red_apple,red_apple,gelsightA,0,0,0.9922796487808228,0.00772033492103219
000_000175_potato,potato,gelsightA,0,0,0.9993516802787781,0.0006483386969193816
000_000177_muffin,muffin,gelsightA,0,1,0.48044076561927795,0.5195592045783997
000_000179_red_apple,red_apple,gelsightA,1,1,0.37624189257621765,0.6237581372261047
000_000180_red_apple,red_apple,gelsightA,1,1,0.09300900250673294,0.9069909453392029
000_000181_potato,potato,gelsightA,0,0,0.9954516291618347,0.004548382479697466
000_000183_international_travel_adapter,international_travel_adapter,gelsightA,1,1,0.1353321224451065,0.8646678328514099
000_000184_pig,pig,gelsightA,0,1,0.1514790803194046,0.8485208749771118
000_000185_muffin,muffin,gelsightA,0,1,0.4000478684902191,0.5999521613121033
000_000186_international_travel_adapter,international_travel_adapter,gelsightA,1,1,0.005445892922580242,0.9945540428161621
000_000187_lime,lime,gelsightA,1,1,0.04133635386824608,0.9586636424064636
000_000188_lime,lime,gelsightA,1,1,0.13496355712413788,0.8650364279747009
000_000189_ponds_dry_skin_cream,ponds_dry_skin_cream,gelsightA,1,1,0.00769156264141202,0.9923083782196045
000_000190_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,0,0,0.9855836629867554,0.014416313730180264
000_000191_red_apple,red_apple,gelsightA,0,0,0.6332095265388489,0.36679041385650635
000_000192_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,0,0,0.9924336671829224,0.007566381245851517
000_000193_lime,lime,gelsightA,0,0,0.9613816738128662,0.03861825913190842
000_000194_potato,potato,gelsightA,0,0,0.9294093251228333,0.07059063762426376
000_000195_red_apple,red_apple,gelsightA,0,0,0.9329841732978821,0.0670158788561821
000_000196_lime,lime,gelsightA,1,1,0.3068930506706238,0.6931069493293762
000_000197_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,1,1,0.040656667202711105,0.9593432545661926
000_000198_muffin,muffin,gelsightA,0,0,0.5874640941619873,0.4125359356403351
000_000199_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,0,1,0.3426447808742523,0.6573552489280701
000_000201_potato,potato,gelsightA,0,0,0.9717879891395569,0.028212005272507668
000_000202_red_apple,red_apple,gelsightA,0,0,0.998327910900116,0.0016721052816137671
000_000203_monster_truck,monster_truck,gelsightA,1,0,0.8296943306922913,0.17030563950538635
000_000204_muffin,muffin,gelsightA,0,1,0.19256719946861267,0.8074327707290649
000_000205_lemon,lemon,gelsightA,0,0,0.9715876579284668,0.02841237001121044
000_000206_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,0,0,0.7235179543495178,0.27648210525512695
000_000207_small_coffe_cup,small_coffe_cup,gelsightA,1,1,0.05135985463857651,0.9486401677131653
000_000208_potato,potato,gelsightA,0,0,0.5824124217033386,0.41758760809898376
000_000209_ponds_dry_skin_cream,ponds_dry_skin_cream,gelsightA,1,1,0.007102747913450003,0.9928972721099854
000_000210_muffin,muffin,gelsightA,1,1,0.08500666916370392,0.9149933457374573
000_000211_red_apple,red_apple,gelsightA,0,0,0.9960343241691589,0.003965693060308695
000_000212_lime,lime,gelsightA,0,0,0.7444553971290588,0.25554466247558594
000_000213_lime,lime,gelsightA,1,1,0.06867536902427673,0.9313246607780457
000_000214_onion,onion,gelsightA,0,0,0.8203129768371582,0.179687038064003
000_000215_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,1,1,0.10555410385131836,0.8944458961486816
000_000216_red_apple,red_apple,gelsightA,0,0,0.9969220757484436,0.003077888395637274
000_000217_webcam_box,webcam_box,gelsightA,1,1,0.02312307246029377,0.9768769145011902
000_000218_lime,lime,gelsightA,1,1,0.10155842453241348,0.8984415531158447
000_000219_muffin,muffin,gelsightA,1,1,0.04590796306729317,0.9540920257568359
000_000220_potato,potato,gelsightA,0,0,0.9810470938682556,0.018952958285808563
000_000221_muffin,muffin,gelsightA,1,1,0.07801158726215363,0.9219883680343628
000_000222_red_apple,red_apple,gelsightA,0,0,0.9683848023414612,0.031615208834409714
000_000223_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,1,1,0.2378656566143036,0.762134313583374
000_000224_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,0,0,0.5211589336395264,0.47884097695350647
000_000225_lime,lime,gelsightA,1,1,0.25845271348953247,0.7415473461151123
000_000226_red_apple,red_apple,gelsightA,1,1,0.08918259292840958,0.9108173847198486
000_000227_lime,lime,gelsightA,0,0,0.7509679794311523,0.24903200566768646
000_000228_onion,onion,gelsightA,0,1,0.12466417998075485,0.8753358721733093
000_000230_lemon,lemon,gelsightA,0,0,0.9088853001594543,0.09111465513706207
000_000231_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,0,0,0.9862170219421387,0.013782978989183903
000_000232_muffin,muffin,gelsightA,1,1,0.3035465478897095,0.6964533925056458
000_000233_onion,onion,gelsightA,0,0,0.9984323382377625,0.001567611820064485
000_000234_potato,potato,gelsightA,0,0,0.9875227808952332,0.012477233074605465
000_000235_red_apple,red_apple,gelsightA,0,1,0.43211957812309265,0.567880392074585
000_000237_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,0,0,0.8870496153831482,0.11295036971569061
000_000238_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,0,0,0.9103842973709106,0.08961564302444458
000_000239_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,1,1,0.2980095446109772,0.7019904851913452
000_000240_plastic_whale,plastic_whale,gelsightA,0,0,0.6862617135047913,0.31373825669288635
000_000241_red_apple,red_apple,gelsightA,0,0,0.836891770362854,0.16310818493366241
000_000242_red_apple,red_apple,gelsightA,1,1,0.18757747113704681,0.812422513961792
000_000243_lemon,lemon,gelsightA,0,0,0.9995301961898804,0.0004698078555520624
000_000244_candle_in_glass,candle_in_glass,gelsightA,0,0,0.9520822167396545,0.047917742282152176
000_000245_webcam_box,webcam_box,gelsightA,0,0,0.7370481491088867,0.26295188069343567
000_000246_onion,onion,gelsightA,0,0,0.5679669976234436,0.4320330023765564
000_000247_lime,lime,gelsightA,1,1,0.012080952525138855,0.9879190325737
000_000249_mesh_container,mesh_container,gelsightA,1,1,0.07314369827508926,0.9268563389778137
001_000000_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,0,0,0.9432785511016846,0.056721460074186325
001_000001_potato,potato,gelsightA,0,0,0.9934079647064209,0.006592000834643841
001_000002_potato,potato,gelsightA,0,0,0.8464886546134949,0.15351127088069916
001_000004_onion,onion,gelsightA,1,1,0.03653329983353615,0.9634667038917542
001_000005_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,1,1,0.19009681046009064,0.8099032044410706
001_000006_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,0,0,0.9930610060691833,0.0069389729760587215
001_000007_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,0,0,0.9736492037773132,0.026350826025009155
001_000008_potato,potato,gelsightA,0,0,0.8894797563552856,0.11052028089761734
001_000009_onion,onion,gelsightA,0,0,0.9883726239204407,0.011627353727817535
001_000010_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,1,0,0.5645875334739685,0.4354124367237091
001_000011_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,1,1,0.0009804831352084875,0.9990195035934448
001_000012_onion,onion,gelsightA,0,1,0.4867054224014282,0.513294517993927
001_000013_lemon,lemon,gelsightA,0,0,0.9977548718452454,0.002245089504867792
001_000014_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,0,0,0.983822762966156,0.016177285462617874
001_000015_muffin,muffin,gelsightA,0,0,0.6890947222709656,0.31090521812438965
001_000016_red_apple,red_apple,gelsightA,0,0,0.9901596903800964,0.009840365499258041
001_000017_red_apple,red_apple,gelsightA,1,1,0.2018326222896576,0.79816734790802
001_000018_muffin,muffin,gelsightA,1,1,0.4098793566226959,0.5901206731796265
001_000019_potato,potato,gelsightA,1,1,0.2744038999080658,0.7255961298942566
001_000020_muffin,muffin,gelsightA,1,1,0.035027019679546356,0.9649730324745178
001_000021_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,1,1,0.03972800821065903,0.9602720141410828
001_000023_small_coffe_cup,small_coffe_cup,gelsightA,0,0,0.8857858180999756,0.11421415954828262
001_000024_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,0,0,0.734054446220398,0.2659456133842468
001_000025_plastic_whale,plastic_whale,gelsightA,1,1,0.015369078144431114,0.9846308827400208
001_000027_potato,potato,gelsightA,0,0,0.997786283493042,0.002213663188740611
001_000028_mesh_container,mesh_container,gelsightA,1,1,0.27738428115844727,0.7226157784461975
001_000029_muffin,muffin,gelsightA,1,1,0.033442169427871704,0.9665578603744507
001_000030_lime,lime,gelsightA,1,1,0.12518131732940674,0.8748186230659485
001_000033_muffin,muffin,gelsightA,1,1,0.07390784472227097,0.9260922074317932
001_000034_international_travel_adapter,international_travel_adapter,gelsightA,1,1,0.03464634343981743,0.9653537273406982
001_000035_lemon,lemon,gelsightA,0,0,0.9625236392021179,0.037476345896720886
001_000036_small_coffe_cup,small_coffe_cup,gelsightA,1,1,0.0009586972300894558,0.9990412592887878
001_000037_international_travel_adapter,international_travel_adapter,gelsightA,1,1,0.030746260657906532,0.9692537188529968
001_000038_potato,potato,gelsightA,0,0,0.6936219334602356,0.3063781261444092
001_000039_onion,onion,gelsightA,1,1,0.031121408566832542,0.9688785672187805
001_000040_red_apple,red_apple,gelsightA,0,0,0.9923717975616455,0.007628166116774082
001_000041_potato,potato,gelsightA,0,0,0.592363715171814,0.4076363444328308
001_000042_lemon,lemon,gelsightA,0,0,0.9999232292175293,7.670692139072344e-05
001_000043_lime,lime,gelsightA,1,1,0.004137813579291105,0.9958621263504028
001_000044_red_apple,red_apple,gelsightA,1,1,0.15972933173179626,0.8402705788612366
001_000045_potato,potato,gelsightA,0,0,0.8162468671798706,0.18375319242477417
001_000046_potato,potato,gelsightA,0,0,0.9361015558242798,0.06389851868152618
001_000047_muffin,muffin,gelsightA,0,0,0.733990490436554,0.26600944995880127
001_000048_lemon,lemon,gelsightA,1,1,0.06473012268543243,0.9352698922157288
001_000049_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,0,1,0.4080367982387543,0.5919631719589233
001_000050_lemon,lemon,gelsightA,0,0,0.9998291730880737,0.00017084134742617607
001_000051_potato,potato,gelsightA,0,0,0.9990342855453491,0.0009657389018684626
001_000052_muffin,muffin,gelsightA,1,1,0.06765669584274292,0.9323433041572571
001_000053_lemon,lemon,gelsightA,0,0,0.8001949787139893,0.19980499148368835
001_000054_red_apple,red_apple,gelsightA,0,0,0.9956859350204468,0.0043141208589077
001_000055_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,1,1,0.03777929022908211,0.9622206687927246
001_000057_red_apple,red_apple,gelsightA,1,1,0.030141020193696022,0.9698589444160461
001_000058_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,0,0,0.978872537612915,0.021127380430698395
001_000059_mesh_container,mesh_container,gelsightA,0,0,0.9707649350166321,0.029235009104013443
001_000060_muffin,muffin,gelsightA,1,1,0.05795985832810402,0.9420400857925415
001_000061_red_apple,red_apple,gelsightA,1,1,0.07012182474136353,0.9298782348632812
001_000062_muffin,muffin,gelsightA,0,0,0.8682150840759277,0.13178493082523346
001_000064_lemon,lemon,gelsightA,1,1,0.2896322011947632,0.7103678584098816
001_000065_mesh_container,mesh_container,gelsightA,0,1,0.03893664851784706,0.9610633850097656
001_000066_muffin,muffin,gelsightA,0,0,0.6608976125717163,0.33910244703292847
001_000068_webcam_box,webcam_box,gelsightA,0,1,0.2828235328197479,0.7171764373779297
001_000069_lime,lime,gelsightA,1,1,0.02810842916369438,0.9718915820121765
001_000070_red_apple,red_apple,gelsightA,0,0,0.9905955791473389,0.009404439479112625
001_000071_potato,potato,gelsightA,1,0,0.9210513830184937,0.07894866913557053
001_000073_international_travel_adapter,international_travel_adapter,gelsightA,0,0,0.870607852935791,0.1293921023607254
001_000074_potato,potato,gelsightA,0,0,0.9996917247772217,0.00030826168949715793
001_000075_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,0,0,0.719746470451355,0.28025349974632263
001_000076_muffin,muffin,gelsightA,0,1,0.15250276029109955,0.8474972248077393
001_000077_red_apple,red_apple,gelsightA,0,0,0.9036993980407715,0.09630055725574493
001_000078_red_apple,red_apple,gelsightA,0,0,0.9770172834396362,0.022982701659202576
001_000079_muffin,muffin,gelsightA,1,1,0.07145190238952637,0.9285480380058289
001_000080_lime,lime,gelsightA,1,1,0.05501890555024147,0.9449811577796936
001_000081_monster_truck,monster_truck,gelsightA,0,0,0.7829017043113708,0.21709826588630676
001_000082_muffin,muffin,gelsightA,1,1,0.012063886038959026,0.9879361391067505
001_000083_lime,lime,gelsightA,0,0,0.9290374517440796,0.07096255570650101
001_000084_red_apple,red_apple,gelsightA,1,1,0.045048121362924576,0.9549519419670105
001_000085_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,0,0,0.9908552169799805,0.009144819341599941
