sample_id,object_id,sensor,label,pred,prob_failure,prob_success
001_000033_muffin,muffin,gelsightA,1,1,0.11369068175554276,0.8863092660903931
001_000034_international_travel_adapter,international_travel_adapter,gelsightA,1,1,0.0684279277920723,0.9315720796585083
001_000035_lemon,lemon,gelsightA,0,0,0.8540835380554199,0.1459164321422577
001_000036_small_coffe_cup,small_coffe_cup,gelsightA,1,1,0.0033598216250538826,0.9966402053833008
001_000037_international_travel_adapter,international_travel_adapter,gelsightA,1,1,0.11005809158086777,0.889941930770874
001_000038_potato,potato,gelsightA,0,1,0.4107982814311981,0.5892017483711243
001_000039_onion,onion,gelsightA,1,1,0.01198812760412693,0.9880118370056152
001_000040_red_apple,red_apple,gelsightA,0,0,0.9774750471115112,0.022524982690811157
001_000041_potato,potato,gelsightA,0,1,0.4660490155220032,0.5339509844779968
001_000042_lemon,lemon,gelsightA,0,0,0.9924887418746948,0.007511228322982788
001_000043_lime,lime,gelsightA,1,0,0.5493562817573547,0.4506436884403229
001_000044_red_apple,red_apple,gelsightA,1,1,0.1522999405860901,0.8476999998092651
001_000045_potato,potato,gelsightA,0,0,0.8376563191413879,0.16234368085861206
001_000046_potato,potato,gelsightA,0,0,0.7983967661857605,0.2016032487154007
001_000047_muffin,muffin,gelsightA,0,0,0.7050768733024597,0.2949230968952179
001_000048_lemon,lemon,gelsightA,1,1,0.017316721379756927,0.9826833009719849
001_000049_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,0,0,0.5776332020759583,0.42236676812171936
001_000050_lemon,lemon,gelsightA,0,0,0.9899821877479553,0.010017788037657738
001_000051_potato,potato,gelsightA,0,0,0.9512186646461487,0.04878132417798042
001_000052_muffin,muffin,gelsightA,1,1,0.26611414551734924,0.7338858246803284
001_000053_lemon,lemon,gelsightA,0,1,0.2760413885116577,0.7239586114883423
001_000054_red_apple,red_apple,gelsightA,0,0,0.8812706470489502,0.11872939020395279
001_000055_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,1,1,0.12711869180202484,0.8728812336921692
001_000057_red_apple,red_apple,gelsightA,1,1,0.16596613824367523,0.8340338468551636
001_000058_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,0,0,0.991474986076355,0.008525003679096699
001_000059_mesh_container,mesh_container,gelsightA,0,0,0.9890706539154053,0.010929392650723457
001_000060_muffin,muffin,gelsightA,1,1,0.29560568928718567,0.7043943405151367
001_000061_red_apple,red_apple,gelsightA,1,1,0.05604835972189903,0.9439517259597778
001_000062_muffin,muffin,gelsightA,0,0,0.7912687063217163,0.20873130857944489
001_000064_lemon,lemon,gelsightA,1,1,0.3943893015384674,0.6056106686592102
001_000065_mesh_container,mesh_container,gelsightA,0,1,0.15652891993522644,0.8434710502624512
001_000066_muffin,muffin,gelsightA,0,1,0.4741654098033905,0.5258346199989319
001_000068_webcam_box,webcam_box,gelsightA,0,1,0.3787946403026581,0.6212053298950195
001_000069_lime,lime,gelsightA,1,0,0.6797739267349243,0.3202260732650757
001_000070_red_apple,red_apple,gelsightA,0,0,0.9537258148193359,0.04627413675189018
001_000071_potato,potato,gelsightA,1,0,0.6533161401748657,0.3466838300228119
001_000073_international_travel_adapter,international_travel_adapter,gelsightA,0,0,0.8273817300796509,0.17261828482151031
001_000074_potato,potato,gelsightA,0,0,0.9648100733757019,0.0351899228990078
001_000075_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,0,0,0.8493490815162659,0.15065091848373413
001_000076_muffin,muffin,gelsightA,0,1,0.310295432806015,0.6897045373916626
001_000077_red_apple,red_apple,gelsightA,0,0,0.9139809012413025,0.0860191062092781
001_000078_red_apple,red_apple,gelsightA,0,0,0.8973807096481323,0.10261929780244827
001_000079_muffin,muffin,gelsightA,1,1,0.2188607156276703,0.7811393141746521
001_000080_lime,lime,gelsightA,1,1,0.45283886790275574,0.5471611618995667
001_000081_monster_truck,monster_truck,gelsightA,0,0,0.7081798315048218,0.2918201982975006
001_000082_muffin,muffin,gelsightA,1,1,0.29761338233947754,0.7023866176605225
001_000083_lime,lime,gelsightA,0,0,0.9456285238265991,0.054371509701013565
001_000084_red_apple,red_apple,gelsightA,1,1,0.22655799984931946,0.7734419703483582
001_000085_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,gelsightA,0,0,0.9896055459976196,0.01039446797221899
