sample_id,object_id,label,pred,prob_failure,prob_success
000_000081_lemon,lemon,1,0,0.6082581281661987,0.39174190163612366
000_000083_red_apple,red_apple,1,1,0.2858750820159912,0.7141249775886536
000_000084_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,0,0.8104208707809448,0.18957914412021637
000_000085_onion,onion,1,0,0.6316195726394653,0.3683803677558899
000_000086_potato,potato,0,0,0.9517006278038025,0.04829942435026169
000_000087_small_coffe_cup,small_coffe_cup,1,1,0.2034013569355011,0.7965986728668213
000_000088_small_coffe_cup,small_coffe_cup,1,1,0.48355671763420105,0.5164433121681213
000_000089_potato,potato,0,0,0.9211252927780151,0.07887474447488785
000_000090_lemon,lemon,0,0,0.6913192868232727,0.3086807429790497
000_000091_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,1,0,0.7796228528022766,0.2203771471977234
000_000092_ponds_dry_skin_cream,ponds_dry_skin_cream,0,0,0.5533023476600647,0.4466976821422577
000_000093_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,0,0.8953320980072021,0.10466788709163666
000_000095_plastic_whale,plastic_whale,1,1,0.2325809895992279,0.7674189805984497
000_000096_lemon,lemon,0,0,0.8522723317146301,0.14772769808769226
000_000097_potato,potato,0,0,0.8900678157806396,0.10993216186761856
000_000098_red_apple,red_apple,1,0,0.5543978810310364,0.44560208916664124
000_000099_potato,potato,0,0,0.8905040621757507,0.10949588567018509
000_000100_muffin,muffin,1,1,0.1916559636592865,0.8083440065383911
000_000101_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,1,0.41154369711875916,0.5884562730789185
000_000102_potato,potato,0,0,0.9706987738609314,0.029301274567842484
000_000103_muffin,muffin,1,0,0.5242024064064026,0.47579753398895264
000_000104_red_apple,red_apple,0,0,0.9434593319892883,0.05654070898890495
000_000105_monster_truck,monster_truck,0,0,0.9338964223861694,0.06610357016324997
000_000106_muffin,muffin,1,1,0.16237638890743256,0.837623655796051
000_000107_lime,lime,1,1,0.17498919367790222,0.8250107765197754
000_000109_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,0,0.7304736971855164,0.26952627301216125
000_000110_candle_in_glass,candle_in_glass,0,1,0.14674395322799683,0.853256106376648
000_000112_muffin,muffin,1,0,0.5432406067848206,0.4567594826221466
000_000113_muffin,muffin,0,1,0.30003416538238525,0.6999658942222595
000_000114_muffin,muffin,1,0,0.5839918851852417,0.4160081446170807
000_000116_lemon,lemon,1,0,0.5865362882614136,0.4134637415409088
000_000117_red_apple,red_apple,0,1,0.485228568315506,0.5147714614868164
000_000118_lime,lime,0,0,0.5540469884872437,0.44595304131507874
000_000119_red_apple,red_apple,1,0,0.6833990216255188,0.3166009783744812
000_000120_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,0,0.7615398168563843,0.23846016824245453
000_000121_muffin,muffin,0,1,0.21190693974494934,0.788093090057373
000_000122_muffin,muffin,0,1,0.21389995515346527,0.7861000299453735
000_000123_red_apple,red_apple,1,0,0.7855290174484253,0.2144709825515747
000_000124_lime,lime,1,1,0.41891011595726013,0.5810899138450623
000_000125_plastic_whale,plastic_whale,0,1,0.4066852629184723,0.5933147072792053
000_000127_potato,potato,0,0,0.9571784138679504,0.04282161220908165
000_000128_potato,potato,0,0,0.8663628101348877,0.13363716006278992
000_000129_lime,lime,1,1,0.18777698278427124,0.812222957611084
000_000130_lemon,lemon,0,0,0.8097671866416931,0.1902327984571457
000_000131_lemon,lemon,1,0,0.5134028792381287,0.48659706115722656
000_000132_lemon,lemon,0,0,0.6966021060943604,0.30339789390563965
000_000133_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,0,0.9558199048042297,0.04418012127280235
000_000134_red_apple,red_apple,0,0,0.8929805755615234,0.10701935738325119
000_000135_monster_truck,monster_truck,0,0,0.865900456905365,0.13409949839115143
000_000137_muffin,muffin,1,1,0.26317182183265686,0.7368281483650208
000_000138_lime,lime,1,1,0.29025745391845703,0.7097426056861877
000_000139_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,0,0.9215364456176758,0.0784636065363884
000_000140_lemon,lemon,0,0,0.9238650798797607,0.07613491266965866
000_000141_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,1,0.40408313274383545,0.5959168672561646
000_000142_red_apple,red_apple,0,0,0.9284593462944031,0.07154065370559692
000_000143_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,0,0.9382867217063904,0.061713263392448425
000_000144_potato,potato,0,0,0.9741807579994202,0.025819264352321625
000_000145_potato,potato,0,0,0.9401658177375793,0.05983416736125946
000_000147_webcam_box,webcam_box,1,0,0.5350098013877869,0.4649902284145355
000_000148_potato,potato,0,0,0.9384738802909851,0.061526108533144
000_000149_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,0,0.798655092716217,0.20134489238262177
000_000150_potato,potato,0,0,0.9592880010604858,0.04071200266480446
000_000152_lemon,lemon,0,0,0.8271514773368835,0.17284849286079407
000_000153_red_apple,red_apple,1,1,0.3699610233306885,0.6300389766693115
000_000155_onion,onion,0,0,0.6972174644470215,0.3027825951576233
000_000156_lemon,lemon,0,0,0.5106266736984253,0.4893733561038971
000_000157_lemon,lemon,0,0,0.7122048139572144,0.2877952456474304
000_000158_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,1,0,0.5266769528388977,0.47332310676574707
000_000159_lime,lime,1,1,0.2813672125339508,0.7186328172683716
000_000160_red_apple,red_apple,1,0,0.6721539497375488,0.32784608006477356
000_000161_potato,potato,0,0,0.94395911693573,0.05604088678956032
000_000162_potato,potato,0,0,0.9393684267997742,0.060631562024354935
000_000163_lemon,lemon,0,0,0.6998330950737,0.30016690492630005
000_000164_small_coffe_cup,small_coffe_cup,1,1,0.24722863733768463,0.7527713775634766
000_000165_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,0,0.9385796189308167,0.06142038479447365
000_000166_potato,potato,0,0,0.7930716276168823,0.20692840218544006
000_000167_red_apple,red_apple,1,0,0.680417001247406,0.319582998752594
000_000168_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,1,0,0.6673071384429932,0.33269283175468445
000_000169_pig,pig,1,1,0.08015036582946777,0.9198495745658875
000_000170_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,0,0.9532374739646912,0.046762559562921524
000_000171_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,0,0.7230744361877441,0.27692556381225586
000_000172_red_apple,red_apple,0,0,0.6165497303009033,0.3834502696990967
000_000173_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,1,0,0.6072995662689209,0.3927004039287567
000_000174_red_apple,red_apple,0,0,0.5972200036048889,0.4027799665927887
000_000175_potato,potato,0,0,0.9688554406166077,0.031144551932811737
000_000177_muffin,muffin,0,0,0.6355552077293396,0.3644447922706604
000_000179_red_apple,red_apple,1,0,0.7447907328605652,0.2552092373371124
000_000180_red_apple,red_apple,1,0,0.62275630235672,0.3772437274456024
000_000181_potato,potato,0,0,0.7504560947418213,0.2495439052581787
000_000183_international_travel_adapter,international_travel_adapter,1,1,0.4559873640537262,0.5440126061439514
000_000184_pig,pig,0,1,0.3089067041873932,0.6910933256149292
000_000185_muffin,muffin,0,1,0.2089781016111374,0.7910218834877014
000_000186_international_travel_adapter,international_travel_adapter,1,1,0.23445072770118713,0.7655493021011353
000_000187_lime,lime,1,1,0.27978742122650146,0.7202125787734985
000_000188_lime,lime,1,1,0.07129224389791489,0.9287077784538269
000_000189_ponds_dry_skin_cream,ponds_dry_skin_cream,1,1,0.16047006845474243,0.8395299315452576
000_000190_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,0,0.788382351398468,0.21161764860153198
000_000191_red_apple,red_apple,0,0,0.7232996225357056,0.27670034766197205
000_000192_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,0,0.8753682971000671,0.12463167309761047
000_000193_lime,lime,0,0,0.5097877383232117,0.4902123212814331
000_000194_potato,potato,0,0,0.9153264164924622,0.08467357605695724
000_000195_red_apple,red_apple,0,0,0.864608645439148,0.13539130985736847
000_000196_lime,lime,1,1,0.39585188031196594,0.6041480898857117
000_000197_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,1,1,0.2053404450416565,0.7946595549583435
000_000198_muffin,muffin,0,0,0.541885256767273,0.4581148028373718
000_000199_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,1,0.44737109541893005,0.5526289343833923
000_000201_potato,potato,0,0,0.9547777771949768,0.045222196727991104
000_000202_red_apple,red_apple,0,0,0.8600932955741882,0.13990667462348938
000_000203_monster_truck,monster_truck,1,0,0.5970268249511719,0.4029732346534729
000_000204_muffin,muffin,0,1,0.38134124875068665,0.618658721446991
000_000205_lemon,lemon,0,0,0.7327437400817871,0.2672562599182129
000_000206_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,0,0.7473199367523193,0.2526800334453583
000_000207_small_coffe_cup,small_coffe_cup,1,1,0.20538561046123505,0.7946143746376038
000_000208_potato,potato,0,0,0.877992570400238,0.12200736999511719
000_000209_ponds_dry_skin_cream,ponds_dry_skin_cream,1,1,0.15336093306541443,0.8466390371322632
000_000210_muffin,muffin,1,1,0.24670934677124023,0.7532906532287598
000_000211_red_apple,red_apple,0,0,0.9477643370628357,0.0522356741130352
000_000212_lime,lime,0,1,0.3701831102371216,0.6298168897628784
000_000213_lime,lime,1,1,0.32221168279647827,0.6777883172035217
000_000214_onion,onion,0,0,0.6627786755561829,0.33722129464149475
000_000215_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,1,1,0.3433232307434082,0.6566767692565918
000_000216_red_apple,red_apple,0,0,0.9433562755584717,0.05664366856217384
000_000217_webcam_box,webcam_box,1,1,0.2357427477836609,0.7642571926116943
000_000218_lime,lime,1,1,0.12773513793945312,0.8722648620605469
000_000219_muffin,muffin,1,1,0.3408707082271576,0.6591293215751648
000_000220_potato,potato,0,0,0.8489906787872314,0.15100926160812378
000_000221_muffin,muffin,1,1,0.12935642898082733,0.8706435561180115
000_000222_red_apple,red_apple,0,0,0.9695137143135071,0.03048626519739628
000_000223_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,1,0,0.7514286041259766,0.24857132136821747
000_000224_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,0,0.7872874736785889,0.21271254122257233
000_000225_lime,lime,1,1,0.2506837844848633,0.7493162155151367
000_000226_red_apple,red_apple,1,0,0.6306216716766357,0.3693782389163971
000_000227_lime,lime,0,1,0.3934509754180908,0.6065490245819092
000_000228_onion,onion,0,1,0.36152225732803345,0.6384777426719666
000_000230_lemon,lemon,0,0,0.6973721981048584,0.3026277720928192
000_000231_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,0,0.8914108276367188,0.10858922451734543
000_000232_muffin,muffin,1,1,0.4370808005332947,0.5629192590713501
000_000233_onion,onion,0,0,0.9350315928459167,0.06496844440698624
000_000234_potato,potato,0,0,0.8214226365089417,0.17857737839221954
000_000235_red_apple,red_apple,0,0,0.6833927035331726,0.3166072964668274
000_000237_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,0,0.8920683860778809,0.10793155431747437
000_000238_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,0,0.8883776664733887,0.1116224080324173
000_000239_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,1,1,0.32785794138908386,0.6721420288085938
000_000240_plastic_whale,plastic_whale,0,1,0.3536325991153717,0.6463674306869507
000_000241_red_apple,red_apple,0,0,0.5834041237831116,0.4165959060192108
000_000242_red_apple,red_apple,1,0,0.5590319633483887,0.4409680664539337
000_000243_lemon,lemon,0,0,0.9408321380615234,0.05916784703731537
000_000244_candle_in_glass,candle_in_glass,0,1,0.2533014714717865,0.7466984987258911
000_000245_webcam_box,webcam_box,0,1,0.10674174129962921,0.893258273601532
000_000246_onion,onion,0,0,0.666180431842804,0.33381950855255127
000_000247_lime,lime,1,1,0.18105436861515045,0.818945586681366
000_000249_mesh_container,mesh_container,1,0,0.7495287656784058,0.25047123432159424
001_000000_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,0,0.6089605093002319,0.39103949069976807
001_000001_potato,potato,0,0,0.8786035776138306,0.121396504342556
001_000002_potato,potato,0,0,0.8207197189331055,0.17928028106689453
001_000004_onion,onion,1,0,0.5465930700302124,0.45340684056282043
001_000005_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,1,0,0.661733090877533,0.33826684951782227
001_000006_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,0,0.9274070262908936,0.07259297370910645
001_000007_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,0,0.530897319316864,0.4691026210784912
001_000008_potato,potato,0,0,0.9362375736236572,0.06376242637634277
001_000009_onion,onion,0,0,0.9072438478469849,0.09275611490011215
001_000010_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,1,0,0.5601294040679932,0.43987053632736206
001_000011_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,1,1,0.13468019664287567,0.8653198480606079
001_000012_onion,onion,0,0,0.7346521615982056,0.26534783840179443
001_000013_lemon,lemon,0,0,0.9250604510307312,0.0749395340681076
001_000014_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,0,0.9113351106643677,0.0886649414896965
001_000015_muffin,muffin,0,0,0.6618373394012451,0.3381626605987549
001_000016_red_apple,red_apple,0,0,0.9609686732292175,0.03903128206729889
001_000017_red_apple,red_apple,1,0,0.5052595734596252,0.49474048614501953
001_000018_muffin,muffin,1,1,0.38080692291259766,0.6191930770874023
001_000019_potato,potato,1,0,0.9138219952583313,0.08617798238992691
001_000020_muffin,muffin,1,1,0.10357505083084106,0.8964250087738037
001_000021_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,1,1,0.3892114460468292,0.6107885837554932
001_000023_small_coffe_cup,small_coffe_cup,0,1,0.2089087814092636,0.7910912036895752
001_000024_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,0,0.8051887154579163,0.19481132924556732
001_000025_plastic_whale,plastic_whale,1,1,0.22395291924476624,0.7760471105575562
001_000027_potato,potato,0,0,0.9178529977798462,0.0821470394730568
001_000028_mesh_container,mesh_container,1,0,0.6044110059738159,0.3955889642238617
001_000029_muffin,muffin,1,1,0.3252783417701721,0.6747216582298279
001_000030_lime,lime,1,1,0.4808844029903412,0.519115686416626
001_000033_muffin,muffin,1,1,0.3978743553161621,0.6021257042884827
001_000034_international_travel_adapter,international_travel_adapter,1,1,0.06099284440279007,0.9390071034431458
001_000035_lemon,lemon,0,0,0.7704346179962158,0.2295653373003006
001_000036_small_coffe_cup,small_coffe_cup,1,1,0.25299501419067383,0.747005045413971
001_000037_international_travel_adapter,international_travel_adapter,1,1,0.3511905372142792,0.6488094329833984
001_000038_potato,potato,0,0,0.7471106052398682,0.25288939476013184
001_000039_onion,onion,1,1,0.34564703702926636,0.6543530225753784
001_000040_red_apple,red_apple,0,0,0.9070478677749634,0.09295216202735901
001_000041_potato,potato,0,0,0.8490324020385742,0.1509675830602646
001_000042_lemon,lemon,0,0,0.9393875598907471,0.060612406581640244
001_000043_lime,lime,1,1,0.2191561758518219,0.7808437943458557
001_000044_red_apple,red_apple,1,1,0.4325500428676605,0.5674499273300171
001_000045_potato,potato,0,0,0.8251481652259827,0.17485186457633972
001_000046_potato,potato,0,0,0.9266941547393799,0.07330584526062012
001_000047_muffin,muffin,0,0,0.5869120359420776,0.41308799386024475
001_000048_lemon,lemon,1,0,0.6324244141578674,0.3675755262374878
001_000049_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,0,0.7161378860473633,0.2838621139526367
001_000050_lemon,lemon,0,0,0.9020341038703918,0.09796586632728577
001_000051_potato,potato,0,0,0.9629247784614563,0.0370752289891243
001_000052_muffin,muffin,1,1,0.49028241634368896,0.509717583656311
001_000053_lemon,lemon,0,0,0.8303834199905396,0.16961653530597687
001_000054_red_apple,red_apple,0,0,0.8965563774108887,0.10344366729259491
001_000055_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,1,1,0.2947273552417755,0.7052726149559021
001_000057_red_apple,red_apple,1,1,0.3804794251918793,0.6195206642150879
001_000058_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,0,0.8706585764884949,0.12934143841266632
001_000059_mesh_container,mesh_container,0,0,0.5599119663238525,0.44008803367614746
001_000060_muffin,muffin,1,1,0.4282887876033783,0.5717112421989441
001_000061_red_apple,red_apple,1,1,0.4782285690307617,0.5217714905738831
001_000062_muffin,muffin,0,0,0.6058473587036133,0.3941526412963867
001_000064_lemon,lemon,1,1,0.4883071184158325,0.5116928815841675
001_000065_mesh_container,mesh_container,0,1,0.43097543716430664,0.5690245032310486
001_000066_muffin,muffin,0,0,0.5734859108924866,0.42651405930519104
001_000068_webcam_box,webcam_box,0,1,0.20018285512924194,0.7998170852661133
001_000069_lime,lime,1,1,0.2213141918182373,0.7786858081817627
001_000070_red_apple,red_apple,0,0,0.835339367389679,0.16466061770915985
001_000071_potato,potato,1,0,0.9068478941917419,0.09315212815999985
001_000073_international_travel_adapter,international_travel_adapter,0,0,0.6326112747192383,0.3673887252807617
001_000074_potato,potato,0,0,0.9801321625709534,0.01986789144575596
001_000075_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,0,0.8693609237670898,0.13063909113407135
001_000076_muffin,muffin,0,0,0.641969621181488,0.35803040862083435
001_000077_red_apple,red_apple,0,1,0.46927139163017273,0.5307285785675049
001_000078_red_apple,red_apple,0,0,0.771693229675293,0.22830678522586823
001_000079_muffin,muffin,1,1,0.21501250565052032,0.7849875092506409
001_000080_lime,lime,1,1,0.4386782944202423,0.5613216757774353
001_000081_monster_truck,monster_truck,0,0,0.7242991328239441,0.2757008373737335
001_000082_muffin,muffin,1,1,0.1564645767211914,0.8435354232788086
001_000083_lime,lime,0,1,0.45698726177215576,0.543012797832489
001_000084_red_apple,red_apple,1,0,0.622633159160614,0.37736690044403076
001_000085_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,0,0.6600216627120972,0.33997833728790283
001_000086_webcam_box,webcam_box,1,1,0.47592592239379883,0.524074137210846
001_000087_potato,potato,0,0,0.9724894165992737,0.027510592713952065
001_000088_red_apple,red_apple,1,1,0.43524402379989624,0.5647559762001038
001_000089_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,1,0.44474563002586365,0.5552543997764587
001_000091_lime,lime,1,1,0.25995707511901855,0.7400428652763367
001_000095_lemon,lemon,0,0,0.7571514844894409,0.2428484559059143
001_000096_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,1,1,0.4384939968585968,0.5615060329437256
001_000097_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,1,0,0.6367794871330261,0.36322057247161865
001_000098_mesh_container,mesh_container,0,0,0.675419807434082,0.32458022236824036
001_000099_potato,potato,0,0,0.9154860973358154,0.08451397716999054
001_000100_lemon,lemon,1,0,0.704896867275238,0.29510313272476196
001_000101_potato,potato,0,0,0.8311251997947693,0.1688748598098755
001_000103_potato,potato,0,0,0.9310992956161499,0.06890065968036652
001_000104_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,0,0.7669180035591125,0.23308201134204865
001_000105_mesh_container,mesh_container,0,0,0.8981752395629883,0.10182484239339828
001_000106_potato,potato,0,0,0.9797306656837463,0.020269325003027916
001_000107_lemon,lemon,0,0,0.8526697158813477,0.14733028411865234
001_000108_potato,potato,0,0,0.8495604395866394,0.1504395455121994
001_000110_potato,potato,0,0,0.8808642625808716,0.11913575232028961
001_000111_lemon,lemon,1,0,0.7075363993644714,0.29246363043785095
001_000112_lime,lime,1,1,0.2378324717283249,0.7621675133705139
001_000113_potato,potato,0,0,0.9599570631980896,0.04004295915365219
001_000114_lemon,lemon,0,0,0.6465528607368469,0.3534471392631531
001_000115_potato,potato,1,0,0.9053589701652527,0.0946410745382309
001_000116_potato,potato,0,0,0.9496394991874695,0.05036052316427231
001_000117_lime,lime,1,1,0.17890283465385437,0.821097195148468
001_000118_small_coffe_cup,small_coffe_cup,1,1,0.23944079875946045,0.7605592012405396
001_000119_plastic_whale,plastic_whale,1,1,0.3732142150402069,0.6267856955528259
001_000120_muffin,muffin,1,1,0.30172914266586304,0.698270857334137
001_000121_potato,potato,0,0,0.9003385305404663,0.09966142475605011
001_000122_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,0,0.8844813704490662,0.11551865190267563
001_000123_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,0,0.8572853803634644,0.14271458983421326
001_000124_ponds_dry_skin_cream,ponds_dry_skin_cream,0,1,0.0700548067688942,0.9299452304840088
001_000125_lemon,lemon,1,1,0.4534144997596741,0.5465855598449707
001_000127_muffin,muffin,0,0,0.6801173686981201,0.3198826014995575
001_000128_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,0,0,0.7913431525230408,0.20865680277347565
001_000129_muffin,muffin,1,1,0.2882104218006134,0.7117895483970642
001_000130_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,1,1,0.2471417635679245,0.7528582811355591
001_000132_lime,lime,1,1,0.23348334431648254,0.7665166258811951
001_000134_red_apple,red_apple,1,1,0.3187698423862457,0.6812301278114319
001_000136_potato,potato,0,0,0.8264518976211548,0.1735481321811676
001_000137_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,1,0,0.6878882646560669,0.3121117353439331
001_000138_dog_toy_ice_cream_cone,dog_toy_ice_cream_cone,1,0,0.9281386137008667,0.07186134904623032
001_000139_lime,lime,0,0,0.5534176230430603,0.4465823769569397
001_000140_international_travel_adapter,international_travel_adapter,1,1,0.42632701992988586,0.5736730098724365
001_000141_lime,lime,1,1,0.3326955735683441,0.6673044562339783
